source,target,lag_steps,lag_minutes,val,p_value,q_value,significant,cross_series
shorts,shorts,1,5.0,0.045417201363459,0.038312527976175084,0.5372121647881919,False,False
shorts,video,1,5.0,0.046118983733291645,0.038312527976175084,0.5372121647881919,False,True
video,shorts,1,5.0,-0.04173015876095372,0.044767680399015984,0.5372121647881919,False,True
video,video,1,5.0,-0.04268722616114463,0.044767680399015984,0.5372121647881919,False,False
shorts,shorts,2,10.0,0.0005563471125148297,0.9691749341631277,0.9691749341631277,False,False
shorts,shorts,3,15.0,-0.0043943313611584265,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,4,20.0,0.009823679231653618,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,5,25.0,-0.007994643239467096,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,6,30.0,0.0038460686499511786,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,7,35.0,-0.004571342510903661,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,8,40.0,0.006823324786915844,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,9,45.0,-0.006459912043720346,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,10,50.0,0.0032736370415263976,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,11,55.0,-0.004008404761986211,0.9017484948784336,0.9691749341631277,False,False
shorts,shorts,12,60.0,0.006934184904776197,0.9017484948784336,0.9691749341631277,False,False
shorts,video,2,10.0,0.001521670734762482,0.9556442778165086,0.9691749341631277,False,True
shorts,video,3,15.0,-0.004274628532224877,0.9017484948784336,0.9691749341631277,False,True
shorts,video,4,20.0,0.008972317608848257,0.9017484948784336,0.9691749341631277,False,True
shorts,video,5,25.0,-0.007889856868330858,0.9017484948784336,0.9691749341631277,False,True
shorts,video,6,30.0,0.004581286687895248,0.9017484948784336,0.9691749341631277,False,True
shorts,video,7,35.0,-0.004541107183514649,0.9017484948784336,0.9691749341631277,False,True
shorts,video,8,40.0,0.005552343996262819,0.9017484948784336,0.9691749341631277,False,True
shorts,video,9,45.0,-0.006533304669379702,0.9017484948784336,0.9691749341631277,False,True
shorts,video,10,50.0,0.004084266503014842,0.9017484948784336,0.9691749341631277,False,True
shorts,video,11,55.0,-0.003802055653956867,0.9017484948784336,0.9691749341631277,False,True
shorts,video,12,60.0,0.0055626936742798104,0.9017484948784336,0.9691749341631277,False,True
video,shorts,2,10.0,0.001117468113059835,0.9580923249301145,0.9691749341631277,False,True
video,shorts,3,15.0,-0.0043933203258153955,0.9017484948784336,0.9691749341631277,False,True
video,shorts,4,20.0,0.009560985289056592,0.9017484948784336,0.9691749341631277,False,True
video,shorts,5,25.0,-0.007245389941208402,0.9017484948784336,0.9691749341631277,False,True
video,shorts,6,30.0,0.003550403091261697,0.9017484948784336,0.9691749341631277,False,True
video,shorts,7,35.0,-0.004449925687546788,0.9017484948784336,0.9691749341631277,False,True
video,shorts,8,40.0,0.006603911451185378,0.9017484948784336,0.9691749341631277,False,True
video,shorts,9,45.0,-0.006363866190792239,0.9017484948784336,0.9691749341631277,False,True
video,shorts,10,50.0,0.003153821985669089,0.9017484948784336,0.9691749341631277,False,True
video,shorts,11,55.0,-0.004835053491717425,0.9017484948784336,0.9691749341631277,False,True
video,shorts,12,60.0,0.005542807534491167,0.9017484948784336,0.9691749341631277,False,True
video,video,2,10.0,0.002009531029288209,0.9482584764223273,0.9691749341631277,False,False
video,video,3,15.0,-0.004166276253587106,0.9017484948784336,0.9691749341631277,False,False
video,video,4,20.0,0.008785978966615007,0.9017484948784336,0.9691749341631277,False,False
video,video,5,25.0,-0.007498798934160867,0.9017484948784336,0.9691749341631277,False,False
video,video,6,30.0,0.004231815829459483,0.9017484948784336,0.9691749341631277,False,False
video,video,7,35.0,-0.004352536866027533,0.9017484948784336,0.9691749341631277,False,False
video,video,8,40.0,0.005380112923333005,0.9017484948784336,0.9691749341631277,False,False
video,video,9,45.0,-0.0065080426434598,0.9017484948784336,0.9691749341631277,False,False
video,video,10,50.0,0.003502460965911111,0.9017484948784336,0.9691749341631277,False,False
video,video,11,55.0,-0.0044955987094622354,0.9017484948784336,0.9691749341631277,False,False
video,video,12,60.0,0.0041340631486768585,0.9017484948784336,0.9691749341631277,False,False
