timestep,rows_captured,unique_videos_captured,total_view_count,new_view_count,seconds_since_start
2026-03-07 04:35:30+00:00,6,6,171510,595.0,6960.0
2026-03-07 04:36:00+00:00,6,6,172005,495.0,6990.0
2026-03-07 04:36:30+00:00,6,6,172308,303.0,7020.0
2026-03-07 04:37:00+00:00,6,6,173815,1507.0,7050.0
2026-03-07 04:37:30+00:00,6,6,174007,192.0,7080.0
2026-03-07 04:38:00+00:00,6,6,174669,662.0,7110.0
2026-03-07 04:38:30+00:00,0,0,0,0.0,7140.0
2026-03-07 04:39:00+00:00,6,6,175898,1229.0,7170.0
2026-03-07 04:39:30+00:00,6,6,176779,881.0,7200.0
2026-03-07 04:40:00+00:00,7,7,177181,402.0,7230.0
2026-03-07 04:40:30+00:00,7,7,177495,314.0,7260.0
2026-03-07 04:41:00+00:00,7,7,178203,708.0,7290.0
2026-03-07 04:41:30+00:00,7,7,178783,580.0,7320.0
2026-03-07 04:42:00+00:00,7,7,179406,623.0,7350.0
2026-03-07 04:42:30+00:00,7,7,182500,3094.0,7380.0
2026-03-07 04:43:00+00:00,7,7,182893,393.0,7410.0
2026-03-07 04:43:30+00:00,7,7,185718,2825.0,7440.0
2026-03-07 04:44:00+00:00,7,7,186505,787.0,7470.0
2026-03-07 04:44:30+00:00,7,7,188217,1712.0,7500.0
2026-03-07 04:45:00+00:00,7,7,189139,922.0,7530.0
2026-03-07 04:45:30+00:00,7,7,189611,472.0,7560.0
2026-03-07 04:46:00+00:00,7,7,190683,1072.0,7590.0
2026-03-07 04:46:30+00:00,7,7,191525,842.0,7620.0
2026-03-07 04:47:00+00:00,7,7,193924,2399.0,7650.0
2026-03-07 04:47:30+00:00,7,7,195155,1231.0,7680.0
2026-03-07 04:48:00+00:00,7,7,195810,655.0,7710.0
2026-03-07 04:48:30+00:00,7,7,197933,2123.0,7740.0
2026-03-07 04:49:00+00:00,7,7,198852,919.0,7770.0
2026-03-07 04:49:30+00:00,7,7,200992,2140.0,7800.0
2026-03-07 04:50:00+00:00,7,7,202146,1154.0,7830.0
2026-03-07 04:50:30+00:00,7,7,203429,1283.0,7860.0
2026-03-07 04:51:00+00:00,7,7,204230,801.0,7890.0
2026-03-07 04:51:30+00:00,7,7,204918,688.0,7920.0
2026-03-07 04:52:00+00:00,7,7,206920,2002.0,7950.0
2026-03-07 04:52:30+00:00,7,7,208120,1200.0,7980.0
2026-03-07 04:53:00+00:00,7,7,209377,1257.0,8010.0
2026-03-07 04:53:30+00:00,7,7,211653,2276.0,8040.0
2026-03-07 04:54:00+00:00,7,7,213048,1395.0,8070.0
2026-03-07 04:54:30+00:00,7,7,213908,860.0,8100.0
2026-03-07 04:55:00+00:00,7,7,214555,647.0,8130.0
2026-03-07 04:55:30+00:00,7,7,215891,1336.0,8160.0
2026-03-07 04:56:00+00:00,7,7,216689,798.0,8190.0
2026-03-07 04:56:30+00:00,8,8,217814,1125.0,8220.0
2026-03-07 04:57:00+00:00,8,8,220554,2740.0,8250.0
2026-03-07 04:57:30+00:00,8,8,221485,931.0,8280.0
2026-03-07 04:58:00+00:00,8,8,221736,251.0,8310.0
2026-03-07 04:58:30+00:00,8,8,224790,3054.0,8340.0
2026-03-07 04:59:00+00:00,8,8,225653,863.0,8370.0
2026-03-07 04:59:30+00:00,8,8,226664,1011.0,8400.0
2026-03-07 05:00:00+00:00,8,8,227931,1267.0,8430.0
2026-03-07 05:00:30+00:00,8,8,228744,813.0,8460.0
2026-03-07 05:01:00+00:00,8,8,229154,410.0,8490.0
2026-03-07 05:01:30+00:00,8,8,230659,1505.0,8520.0
2026-03-07 05:02:00+00:00,8,8,232424,1765.0,8550.0
2026-03-07 05:02:30+00:00,8,8,233890,1466.0,8580.0
2026-03-07 05:03:00+00:00,0,0,0,0.0,8610.0
2026-03-07 05:03:30+00:00,8,8,235790,1900.0,8640.0
2026-03-07 05:04:00+00:00,8,8,237739,1949.0,8670.0
2026-03-07 05:04:30+00:00,8,8,238830,1091.0,8700.0
2026-03-07 05:05:00+00:00,8,8,240426,1596.0,8730.0
2026-03-07 05:05:30+00:00,8,8,240779,353.0,8760.0
2026-03-07 05:06:00+00:00,8,8,241682,903.0,8790.0
2026-03-07 05:06:30+00:00,8,8,242469,787.0,8820.0
2026-03-07 05:07:00+00:00,8,8,244608,2139.0,8850.0
2026-03-07 05:07:30+00:00,8,8,245728,1120.0,8880.0
2026-03-07 05:08:00+00:00,8,8,246372,644.0,8910.0
2026-03-07 05:08:30+00:00,8,8,250955,4583.0,8940.0
2026-03-07 05:09:00+00:00,8,8,251936,981.0,8970.0
2026-03-07 05:09:30+00:00,8,8,253407,1471.0,9000.0
2026-03-07 05:10:00+00:00,8,8,253807,400.0,9030.0
2026-03-07 05:10:30+00:00,8,8,255084,1277.0,9060.0
2026-03-07 05:11:00+00:00,8,8,255267,183.0,9090.0
2026-03-07 05:11:30+00:00,8,8,256667,1400.0,9120.0
2026-03-07 05:12:00+00:00,8,8,257051,384.0,9150.0
2026-03-07 05:12:30+00:00,8,8,260302,3251.0,9180.0
2026-03-07 05:13:00+00:00,8,8,260740,438.0,9210.0
2026-03-07 05:13:30+00:00,8,8,264714,3974.0,9240.0
2026-03-07 05:14:00+00:00,8,8,266133,1419.0,9270.0
2026-03-07 05:14:30+00:00,8,8,266704,571.0,9300.0
2026-03-07 05:15:00+00:00,8,8,267997,1293.0,9330.0
2026-03-07 05:15:30+00:00,9,9,268633,636.0,9360.0
2026-03-07 05:16:00+00:00,9,9,268939,306.0,9390.0
2026-03-07 05:16:30+00:00,9,9,269932,993.0,9420.0
2026-03-07 05:17:00+00:00,9,9,272244,2312.0,9450.0
2026-03-07 05:17:30+00:00,9,9,273012,768.0,9480.0
2026-03-07 05:18:00+00:00,9,9,275712,2700.0,9510.0
2026-03-07 05:18:30+00:00,9,9,278153,2441.0,9540.0
2026-03-07 05:19:00+00:00,9,9,278848,695.0,9570.0
2026-03-07 05:19:30+00:00,9,9,279860,1012.0,9600.0
2026-03-07 05:20:00+00:00,9,9,280657,797.0,9630.0
2026-03-07 05:20:30+00:00,9,9,281720,1063.0,9660.0
2026-03-07 05:21:00+00:00,9,9,282576,856.0,9690.0
2026-03-07 05:21:30+00:00,9,9,282997,421.0,9720.0
2026-03-07 05:22:00+00:00,9,9,285224,2227.0,9750.0
2026-03-07 05:22:30+00:00,10,10,286505,1281.0,9780.0
2026-03-07 05:23:00+00:00,10,10,287084,579.0,9810.0
2026-03-07 05:23:30+00:00,10,10,291359,4275.0,9840.0
2026-03-07 05:24:00+00:00,10,10,292163,804.0,9870.0
2026-03-07 05:24:30+00:00,10,10,293039,876.0,9900.0
2026-03-07 05:25:00+00:00,10,10,294257,1218.0,9930.0
2026-03-07 05:25:30+00:00,10,10,295278,1021.0,9960.0
2026-03-07 05:26:00+00:00,10,10,296525,1247.0,9990.0
2026-03-07 05:26:30+00:00,10,10,297605,1080.0,10020.0
2026-03-07 05:27:00+00:00,10,10,300874,3269.0,10050.0
2026-03-07 05:27:30+00:00,0,0,0,0.0,10080.0
2026-03-07 05:28:00+00:00,10,10,301803,929.0,10110.0
2026-03-07 05:28:30+00:00,10,10,302278,475.0,10140.0
2026-03-07 05:29:00+00:00,10,10,306517,4239.0,10170.0
2026-03-07 05:29:30+00:00,10,10,307561,1044.0,10200.0
2026-03-07 05:30:00+00:00,10,10,308239,678.0,10230.0
2026-03-07 05:30:30+00:00,10,10,309944,1705.0,10260.0
2026-03-07 05:31:00+00:00,10,10,310875,931.0,10290.0
2026-03-07 05:31:30+00:00,10,10,312264,1389.0,10320.0
2026-03-07 05:32:00+00:00,10,10,314328,2064.0,10350.0
2026-03-07 05:32:30+00:00,10,10,315290,962.0,10380.0
2026-03-07 05:33:00+00:00,11,11,317432,2142.0,10410.0
2026-03-07 05:33:30+00:00,11,11,320941,3509.0,10440.0
2026-03-07 05:34:00+00:00,11,11,322611,1670.0,10470.0
2026-03-07 05:34:30+00:00,12,12,323455,844.0,10500.0
2026-03-07 05:35:00+00:00,12,12,325049,1594.0,10530.0
2026-03-07 05:35:30+00:00,12,12,325929,880.0,10560.0
2026-03-07 05:36:00+00:00,12,12,326882,953.0,10590.0
2026-03-07 05:36:30+00:00,12,12,328445,1563.0,10620.0
2026-03-07 05:37:00+00:00,12,12,331118,2673.0,10650.0
2026-03-07 05:37:30+00:00,12,12,332859,1741.0,10680.0
2026-03-07 05:38:00+00:00,12,12,333792,933.0,10710.0
2026-03-07 05:38:30+00:00,12,12,338965,5173.0,10740.0
2026-03-07 05:39:00+00:00,12,12,340243,1278.0,10770.0
2026-03-07 05:39:30+00:00,12,12,341542,1299.0,10800.0
2026-03-07 05:40:00+00:00,12,12,342509,967.0,10830.0
2026-03-07 05:40:30+00:00,12,12,344472,1963.0,10860.0
2026-03-07 05:41:00+00:00,12,12,345086,614.0,10890.0
2026-03-07 05:41:30+00:00,12,12,346925,1839.0,10920.0
2026-03-07 05:42:00+00:00,12,12,348682,1757.0,10950.0
2026-03-07 05:42:30+00:00,12,12,353774,5092.0,10980.0
2026-03-07 05:43:00+00:00,12,12,360088,6314.0,11010.0
2026-03-07 05:43:30+00:00,12,12,361574,1486.0,11040.0
2026-03-07 05:44:00+00:00,12,12,362673,1099.0,11070.0
2026-03-07 05:44:30+00:00,12,12,364489,1816.0,11100.0
2026-03-07 05:45:00+00:00,12,12,365492,1003.0,11130.0
2026-03-07 05:45:30+00:00,12,12,366882,1390.0,11160.0
2026-03-07 05:46:00+00:00,12,12,368667,1785.0,11190.0
2026-03-07 05:46:30+00:00,12,12,370256,1589.0,11220.0
2026-03-07 05:47:00+00:00,12,12,373379,3123.0,11250.0
2026-03-07 05:47:30+00:00,12,12,375609,2230.0,11280.0
2026-03-07 05:48:00+00:00,12,12,381024,5415.0,11310.0
2026-03-07 05:48:30+00:00,12,12,383225,2201.0,11340.0
2026-03-07 05:49:00+00:00,12,12,384977,1752.0,11370.0
2026-03-07 05:49:30+00:00,12,12,386280,1303.0,11400.0
2026-03-07 05:50:00+00:00,12,12,387463,1183.0,11430.0
2026-03-07 05:50:30+00:00,0,0,0,0.0,11460.0
2026-03-07 05:51:00+00:00,12,12,388786,1323.0,11490.0
2026-03-07 05:51:30+00:00,12,12,390347,1561.0,11520.0
2026-03-07 05:52:00+00:00,12,12,391947,1600.0,11550.0
2026-03-07 05:52:30+00:00,12,12,395868,3921.0,11580.0
2026-03-07 05:53:00+00:00,12,12,396780,912.0,11610.0
2026-03-07 05:53:30+00:00,12,12,402536,5756.0,11640.0
2026-03-07 05:54:00+00:00,12,12,404053,1517.0,11670.0
2026-03-07 05:54:30+00:00,12,12,405518,1465.0,11700.0
2026-03-07 05:55:00+00:00,12,12,406906,1388.0,11730.0
2026-03-07 05:55:30+00:00,12,12,407297,391.0,11760.0
2026-03-07 05:56:00+00:00,12,12,408057,760.0,11790.0
2026-03-07 05:56:30+00:00,12,12,409767,1710.0,11820.0
2026-03-07 05:57:00+00:00,12,12,413897,4130.0,11850.0
2026-03-07 05:57:30+00:00,12,12,415852,1955.0,11880.0
2026-03-07 05:58:00+00:00,12,12,416809,957.0,11910.0
2026-03-07 05:58:30+00:00,12,12,422144,5335.0,11940.0
2026-03-07 05:59:00+00:00,12,12,422866,722.0,11970.0
2026-03-07 05:59:30+00:00,12,12,424784,1918.0,12000.0
2026-03-07 06:00:00+00:00,12,12,425842,1058.0,12030.0
2026-03-07 06:00:30+00:00,12,12,426517,675.0,12060.0
2026-03-07 06:01:00+00:00,12,12,427873,1356.0,12090.0
2026-03-07 06:01:30+00:00,12,12,428961,1088.0,12120.0
