timestep,S,V,target_S,target_V,pred_target_S,pred_target_V
2026-03-07 02:40:00+00:00,943980,3038,55210.0,3038.0,-22071.753922195683,-3128.9683089988143
2026-03-07 02:45:00+00:00,991623,15371,47643.0,12333.0,-22773.90547485741,-3123.062029343239
2026-03-07 02:50:00+00:00,1034550,42635,42927.0,27264.0,-23387.02265234323,-3104.494442606371
2026-03-07 02:55:00+00:00,967389,80725,-67161.0,38090.0,-22440.510712122585,-3105.246476609122
2026-03-07 03:00:00+00:00,1117757,148698,150368.0,67973.0,-24528.068969476226,-3000.0801965833107
2026-03-07 03:05:00+00:00,1160703,243141,42946.0,94443.0,-25098.035436607057,-2887.459320929877
2026-03-07 03:10:00+00:00,1205088,355491,44385.0,112350.0,-25670.142664097108,-2732.404324967939
2026-03-07 03:15:00+00:00,1255224,467263,50136.0,111772.0,-26284.235633990094,-2539.9045411718525
2026-03-07 03:20:00+00:00,1173559,507797,-81665.0,40534.0,-25345.4299179754,-2665.4126980108203
2026-03-07 03:25:00+00:00,1351256,653118,177697.0,145321.0,-27369.326669282826,-2115.072462039563
2026-03-07 03:30:00+00:00,1395644,748853,44388.0,95735.0,-27838.802607378668,-1869.2414476864992
2026-03-07 03:35:00+00:00,1442485,840166,46841.0,91313.0,-28305.682117287564,-1596.460386227536
2026-03-07 03:40:00+00:00,1483772,924151,41287.0,83985.0,-28697.672612624043,-1329.3698437165754
2026-03-07 03:45:00+00:00,1382565,899631,-101207.0,-24520.0,-27774.953622364526,-1731.0946171760743
2026-03-07 03:50:00+00:00,1589336,1076637,206771.0,177006.0,-29581.80956526285,-659.438968011943
2026-03-07 03:55:00+00:00,1644418,1159667,55082.0,83030.0,-29992.32203361447,-261.3955785332955
2026-03-07 04:00:00+00:00,1685800,1243090,41382.0,83423.0,-30287.471859314428,98.87319078641373
2026-03-07 04:05:00+00:00,1720405,1321523,34605.0,78433.0,-30523.477872420786,433.6406529261989
2026-03-07 04:10:00+00:00,1583871,1251983,-136534.0,-69540.0,-29623.8896688034,-395.3572576481374
2026-03-07 04:15:00+00:00,1827460,1463612,243589.0,211629.0,-31113.714557738393,1340.0925303682338
2026-03-07 04:20:00+00:00,1893285,1532275,65825.0,68663.0,-31398.430136080206,1901.1228718408404
2026-03-07 04:25:00+00:00,1958071,1598900,64786.0,66625.0,-31626.931552243343,2481.46554613006
2026-03-07 04:30:00+00:00,2001993,1670045,43922.0,71145.0,-31768.108466117552,2965.2999795288756
2026-03-07 04:35:00+00:00,1849024,1561906,-152969.0,-108139.0,-31253.616777575415,1697.843725397689
2026-03-07 04:40:00+00:00,2099862,1816901,250838.0,254995.0,-31993.94726240493,4079.6145551179793
2026-03-07 04:45:00+00:00,2156136,1943624,56274.0,126723.0,-32099.07558431952,4896.702870532728
2026-03-07 04:50:00+00:00,2215961,2077749,59825.0,134125.0,-32170.895126499647,5808.356865126153
2026-03-07 04:55:00+00:00,2276620,2205831,60659.0,128082.0,-32196.8182054185,6753.26937230071
2026-03-07 05:00:00+00:00,2082804,2095161,-193816.0,-110670.0,-32147.232012621174,4746.162808427146
2026-03-07 05:05:00+00:00,2352593,2458362,269789.0,363201.0,-32232.91373020873,8320.274947170052
2026-03-07 05:10:00+00:00,2402489,2596469,49896.0,138107.0,-32203.381132012935,9302.012527865525
2026-03-07 05:15:00+00:00,2453842,2733330,51353.0,136861.0,-32140.378893341545,10331.319116185967
2026-03-07 05:20:00+00:00,2501224,2863324,47382.0,129994.0,-32058.876736749324,11327.654759009261
2026-03-07 05:25:00+00:00,2281565,2702698,-219659.0,-160626.0,-32520.60119864578,8355.221789241712
2026-03-07 05:30:00+00:00,2576541,3155379,294976.0,452681.0,-31942.174329647816,13290.102814608364
2026-03-07 05:35:00+00:00,2627034,3324824,50493.0,169445.0,-31810.58643959632,14560.67051985294
2026-03-07 05:40:00+00:00,2685074,3530272,58040.0,205448.0,-31633.837751491308,16109.322606106869
2026-03-07 05:45:00+00:00,2751302,3755791,66228.0,225519.0,-31381.2218823657,17908.22951561737
2026-03-07 05:50:00+00:00,2527748,3563298,-223554.0,-192493.0,-32464.546726210294,13981.999004092904
2026-03-07 05:55:00+00:00,2800560,4148379,272812.0,585081.0,-31346.423685576774,20104.659497793407
2026-03-07 06:00:00+00:00,2765346,4334542,-35214.0,186163.0,-31749.619452825144,20127.99485577324
2026-03-07 06:05:00+00:00,2807705,4514238,42359.0,179696.0,-31592.597401505325,21449.50259626328
2026-03-07 06:10:00+00:00,2561924,4228240,-245781.0,-285998.0,-32813.051768620164,16335.553122063531
2026-03-07 06:15:00+00:00,2899150,4929421,337226.0,701181.0,-31214.061604708288,24484.620025526565
2026-03-07 06:20:00+00:00,2953053,5182589,53903.0,253168.0,-30958.79631028248,26360.78306558684
2026-03-07 06:25:00+00:00,3012628,5426200,59575.0,243611.0,-30611.195387762415,28376.045710743583
2026-03-07 06:30:00+00:00,3059543,5647409,46915.0,221209.0,-30337.87535648064,30092.290228119535
2026-03-07 06:35:00+00:00,2795798,5275574,-263745.0,-371835.0,-32300.26868153647,23315.701865469076
2026-03-07 06:40:00+00:00,3155484,6081836,359686.0,806262.0,-29694.211094477854,33654.054101513095
2026-03-07 06:45:00+00:00,3214388,6340440,58904.0,258604.0,-29245.524317442883,35888.11273383951
2026-03-07 06:50:00+00:00,3277769,6588235,63381.0,247795.0,-28694.31413762956,38263.38074610183
2026-03-07 06:55:00+00:00,3001446,6117071,-276323.0,-471164.0,-31323.735474358025,29980.063861608447
2026-03-07 07:00:00+00:00,3372113,6982228,370667.0,865157.0,-27820.984072754687,41991.69472973866
2026-03-07 07:05:00+00:00,3410944,7188545,38831.0,206317.0,-27478.882676284484,43695.698440715816
2026-03-07 07:10:00+00:00,3452787,7395566,41843.0,207021.0,-27078.632600672623,45512.29682615073
2026-03-07 07:15:00+00:00,3515850,7628760,63063.0,233194.0,-26362.14199882328,48077.24379065835
2026-03-07 07:20:00+00:00,3219030,7081987,-296820.0,-546773.0,-29885.4173495208,37932.59409965315
2026-03-07 07:25:00+00:00,3628468,8074834,409438.0,992847.0,-25009.635294538628,52899.83841936787
2026-03-07 07:30:00+00:00,3657616,8242655,29148.0,167821.0,-24693.938272141648,54329.50791223522
2026-03-07 07:35:00+00:00,3683076,8431193,25460.0,188538.0,-24456.729668019914,55702.21604161407
2026-03-07 07:40:00+00:00,3337114,7755658,-345962.0,-675535.0,-29050.235444484155,42873.79202645229
2026-03-07 07:45:00+00:00,3759146,8873932,422032.0,1118274.0,-23583.46847700322,59515.37767989909
2026-03-07 07:50:00+00:00,3811307,9151988,52161.0,278056.0,-22925.173783962517,62108.07053607541
2026-03-07 07:55:00+00:00,3856173,9398269,44866.0,246281.0,-22346.054432908815,64386.15699296324
2026-03-07 08:00:00+00:00,3498247,8634631,-357926.0,-763638.0,-27658.5314629315,49835.75193543761
2026-03-07 08:05:00+00:00,3914513,9787422,416266.0,1152791.0,-21643.04231289325,67548.95029403463
2026-03-07 08:10:00+00:00,3945535,9995037,31022.0,207615.0,-21257.788810694132,69244.14471352352
2026-03-07 08:15:00+00:00,3994357,10244831,48822.0,249794.0,-20544.72650755463,71766.8432892109
2026-03-07 08:20:00+00:00,3637637,9425799,-356720.0,-819032.0,-26287.817470251113,56193.198852003356
2026-03-07 08:25:00+00:00,4091354,10736681,453717.0,1310882.0,-19054.025089864168,76873.11707253242
2026-03-07 08:30:00+00:00,4122039,10938714,30685.0,202033.0,-18619.14706238905,78609.00092709815
2026-03-07 08:35:00+00:00,4162558,11151931,40519.0,213217.0,-17967.11197439418,80814.00350572632
2026-03-07 08:40:00+00:00,4190835,11366447,28277.0,214516.0,-17582.991999752296,82486.83542197895
2026-03-07 08:45:00+00:00,3805984,10448985,-384851.0,-917462.0,-24464.069101211615,64290.069099900444
2026-03-07 08:50:00+00:00,4272654,11811486,466670.0,1362501.0,-16215.457318502395,87060.9880935783
2026-03-07 08:55:00+00:00,4307767,12027738,35113.0,216252.0,-15640.727192117809,89092.901613927
2026-03-07 09:00:00+00:00,4350126,12239687,42359.0,211949.0,-14870.392223327806,91487.58330849245
2026-03-07 09:05:00+00:00,3940383,11169937,-409743.0,-1069750.0,-22711.564812438923,70896.90543605915
2026-03-07 09:10:00+00:00,4418146,12621234,477763.0,1451297.0,-13649.715211587909,95448.9116315118
2026-03-07 09:15:00+00:00,4457060,12826716,38914.0,205482.0,-12915.112099112002,97724.99094558555
2026-03-07 09:20:00+00:00,4506071,13049419,49011.0,222703.0,-11921.747981493727,100573.79053246827
2026-03-07 09:25:00+00:00,4080242,11879409,-425829.0,-1170010.0,-20655.710002598105,78006.94180570266
2026-03-07 09:30:00+00:00,4564993,13368423,484751.0,1489014.0,-10763.757951944626,104114.94989249464
2026-03-07 09:35:00+00:00,4587771,13543950,22778.0,175527.0,-10377.042319829661,105560.19876057898
2026-03-07 09:40:00+00:00,4624996,13747330,37225.0,203380.0,-9623.333736146764,107833.12423126843
2026-03-07 09:45:00+00:00,4201847,12562222,-423149.0,-1185108.0,-18794.006872314258,84466.6711563764
2026-03-07 09:50:00+00:00,4711113,14152842,509266.0,1590620.0,-7739.881630134623,113096.68951302371
2026-03-07 09:55:00+00:00,4755582,14372677,44469.0,219835.0,-6752.861747290291,115870.09515877851
2026-03-07 10:00:00+00:00,4794227,14595544,38645.0,222867.0,-5923.81274099156,118335.2328574448
2026-03-07 10:05:00+00:00,4349546,13333786,-444681.0,-1261758.0,-16272.026735697895,92551.0542806906
2026-03-07 10:10:00+00:00,4870056,15025184,520510.0,1691398.0,-4245.626514284955,123221.02818203904
2026-03-07 10:15:00+00:00,4911506,15221025,41450.0,195841.0,-3249.5843128391157,125893.19201711955
2026-03-07 10:20:00+00:00,4937049,15351651,25543.0,130626.0,-2641.582729379379,127560.66691020288
2026-03-07 10:25:00+00:00,4474006,13953562,-463043.0,-1398089.0,-13943.644670737081,99597.18075581998
2026-03-07 10:30:00+00:00,4989329,15636443,515323.0,1682881.0,-1402.7381550741877,131015.41365401981
2026-03-07 10:35:00+00:00,5017621,15829451,28292.0,193008.0,-778.3460791708173,132924.9504046673
2026-03-07 10:40:00+00:00,5059934,16043482,42313.0,214031.0,278.59991606142626,135753.46081001704
2026-03-07 10:45:00+00:00,4582804,14629193,-477130.0,-1414289.0,-11962.723076825061,105964.6056879434
2026-03-07 10:50:00+00:00,5125637,16419890,542833.0,1790697.0,1888.583477547236,140218.30133274506
2026-03-07 10:55:00+00:00,5144516,16520914,18879.0,101024.0,2369.366551854195,141508.50884071004
2026-03-07 11:00:00+00:00,5168933,16659496,24417.0,138582.0,2984.3099348124856,143187.58937827538
2026-03-07 11:05:00+00:00,4671229,15131283,-497704.0,-1528213.0,-10209.499234644485,111239.32959391705
2026-03-07 11:10:00+00:00,5221467,17013250,550238.0,1881967.0,4241.75396820318,146840.68218237872
2026-03-07 11:15:00+00:00,5255262,17190951,33795.0,177701.0,5139.86765091001,149194.79847487272
2026-03-07 11:20:00+00:00,5290466,17374341,35204.0,183390.0,6089.784118270972,151664.1420172225
