captured_at,video_id,channel_id,title,published_at,duration_seconds,view_count,like_count,comment_count
2026-03-23T13:50:46+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68662,1217,139
2026-03-23T13:50:46+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13578,274,17
2026-03-23T13:51:16+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,779,34,4
2026-03-23T13:51:16+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68662,1220,140
2026-03-23T13:51:16+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13578,274,17
2026-03-23T13:51:47+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,787,34,4
2026-03-23T13:51:47+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68662,1220,139
2026-03-23T13:51:47+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13578,274,17
2026-03-23T13:52:18+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,787,34,4
2026-03-23T13:52:18+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68662,1221,139
2026-03-23T13:52:18+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:52:49+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,792,35,4
2026-03-23T13:52:49+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68662,1223,139
2026-03-23T13:52:49+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:53:20+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,793,35,4
2026-03-23T13:53:20+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68945,1224,139
2026-03-23T13:53:20+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:53:51+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,793,35,4
2026-03-23T13:53:51+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68945,1225,139
2026-03-23T13:53:51+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:54:21+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,798,35,4
2026-03-23T13:54:21+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1225,139
2026-03-23T13:54:21+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:54:51+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,809,35,4
2026-03-23T13:54:51+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1225,139
2026-03-23T13:54:51+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:55:22+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,809,37,4
2026-03-23T13:55:22+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1226,139
2026-03-23T13:55:22+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:55:53+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,811,37,4
2026-03-23T13:55:53+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1226,139
2026-03-23T13:55:53+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:56:24+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,811,37,4
2026-03-23T13:56:24+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1226,139
2026-03-23T13:56:24+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:56:55+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,815,38,4
2026-03-23T13:56:55+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1226,139
2026-03-23T13:56:55+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13610,274,17
2026-03-23T13:57:26+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,815,38,4
2026-03-23T13:57:26+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,68955,1226,139
2026-03-23T13:57:26+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T13:57:56+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,818,38,4
2026-03-23T13:57:56+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69281,1227,139
2026-03-23T13:57:56+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T13:58:27+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,818,38,4
2026-03-23T13:58:27+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69329,1229,139
2026-03-23T13:58:27+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T13:58:57+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,820,39,4
2026-03-23T13:58:57+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T13:58:57+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T13:59:28+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,840,39,4
2026-03-23T13:59:28+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T13:59:28+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T13:59:59+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,840,39,4
2026-03-23T13:59:59+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T13:59:59+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T14:00:30+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,840,39,4
2026-03-23T14:00:30+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T14:00:30+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T14:01:01+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,846,39,4
2026-03-23T14:01:01+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T14:01:01+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T14:01:32+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,846,39,4
2026-03-23T14:01:32+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T14:01:32+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T14:02:03+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,846,39,4
2026-03-23T14:02:03+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1230,139
2026-03-23T14:02:03+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13663,274,17
2026-03-23T14:02:34+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,846,39,4
2026-03-23T14:02:34+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1231,139
2026-03-23T14:02:34+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13682,274,17
2026-03-23T14:03:04+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,39,4
2026-03-23T14:03:04+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69333,1231,139
2026-03-23T14:03:04+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13697,275,17
2026-03-23T14:03:34+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,39,4
2026-03-23T14:03:34+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69662,1233,139
2026-03-23T14:03:34+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13697,275,17
2026-03-23T14:04:05+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,39,4
2026-03-23T14:04:05+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69520,1233,139
2026-03-23T14:04:05+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13699,275,17
2026-03-23T14:04:36+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,39,4
2026-03-23T14:04:36+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69520,1233,139
2026-03-23T14:04:36+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:05:07+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,40,4
2026-03-23T14:05:07+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69520,1234,139
2026-03-23T14:05:07+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:05:38+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,40,4
2026-03-23T14:05:38+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69520,1235,139
2026-03-23T14:05:38+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:06:09+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,40,4
2026-03-23T14:06:09+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69524,1235,139
2026-03-23T14:06:09+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:06:40+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,856,40,4
2026-03-23T14:06:40+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69524,1235,139
2026-03-23T14:06:40+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:07:11+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:07:11+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69524,1235,139
2026-03-23T14:07:11+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:07:41+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:07:41+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69524,1236,139
2026-03-23T14:07:41+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13700,275,17
2026-03-23T14:08:11+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:08:11+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69855,1237,139
2026-03-23T14:08:11+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13750,275,17
2026-03-23T14:08:42+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:08:42+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69871,1237,139
2026-03-23T14:08:42+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13754,275,17
2026-03-23T14:09:12+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:09:12+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69874,1239,139
2026-03-23T14:09:12+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13774,275,17
2026-03-23T14:09:42+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:09:42+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69874,1239,139
2026-03-23T14:09:42+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13774,275,17
2026-03-23T14:10:13+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,895,40,4
2026-03-23T14:10:13+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69874,1239,139
2026-03-23T14:10:13+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13774,275,17
2026-03-23T14:10:44+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,938,40,4
2026-03-23T14:10:44+00:00,JQdsOP3fdek,UCoLrcjPV5PbUrUyXq5mjc_A,FULL 10-RUN INNING for the Los Angeles Dodgers! | MLB Spring Training Highlights,2026-03-23T03:14:43Z,1769,69874,1241,139
2026-03-23T14:10:44+00:00,kFTE7C-gTrQ,UCoLrcjPV5PbUrUyXq5mjc_A,Brewers vs. Athletics Spring Breakout Game Highlights (3/22/26) | MLB Highlights,2026-03-23T00:54:48Z,590,13774,275,17
2026-03-23T14:11:15+00:00,l9AxDmF5oHk,UCoLrcjPV5PbUrUyXq5mjc_A,Opening Day is THIS WEEK! | Morning Lineup (MLB Daily Recap),2026-03-23T12:01:25Z,571,938,40,4
