captured_at,video_id,channel_id,title,published_at,view_count,like_count,comment_count
2026-03-07T02:50:50+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,228,9,9
2026-03-07T02:50:50+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,2407,165,28
2026-03-07T02:51:21+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,372,18,8
2026-03-07T02:51:21+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,272,11,9
2026-03-07T02:51:21+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,2618,169,28
2026-03-07T02:51:51+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,451,28,11
2026-03-07T02:51:51+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,300,11,9
2026-03-07T02:51:51+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,2683,176,28
2026-03-07T02:52:22+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,581,33,11
2026-03-07T02:52:22+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,324,11,9
2026-03-07T02:52:22+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,2839,186,29
2026-03-07T02:52:52+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,997,39,15
2026-03-07T02:52:52+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,346,12,9
2026-03-07T02:52:52+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,2970,193,31
2026-03-07T02:53:23+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,1360,47,17
2026-03-07T02:53:23+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,374,12,9
2026-03-07T02:53:23+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,3121,200,31
2026-03-07T02:53:54+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,1851,54,17
2026-03-07T02:53:54+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,411,12,9
2026-03-07T02:53:54+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,3295,205,31
2026-03-07T02:54:24+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,1972,61,17
2026-03-07T02:54:24+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,424,12,9
2026-03-07T02:54:24+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,3362,211,31
2026-03-07T02:54:55+00:00,MKYqc0u8-N4,UCWJ2lWNubArHWmf3FIHbfcQ,"HEAT at HORNETS | FULL GAME HIGHLIGHTS | March 6, 2026",2026-03-07T02:48:04Z,2470,66,18
2026-03-07T02:54:55+00:00,NCQhVKZ__Uw,UCWJ2lWNubArHWmf3FIHbfcQ,"Tyler Herro Was COOKING In Charlotte - 33 PTS, 9 REB, & 9 AST 🔥 | March 6, 2026",2026-03-07T02:45:04Z,433,14,10
2026-03-07T02:54:55+00:00,ejjwYF5b4dQ,UCWJ2lWNubArHWmf3FIHbfcQ,"Jayson Tatum's First Game In 298 days 🍀 | March 6, 2026",2026-03-07T02:38:44Z,3438,228,31
